timestamp,server_id,client_id,data_center_id,memory_usage_pct,disk_io_mbps,network_latency_ms,error_count,crash_count,days_since_maintenance,is_business_hours,is_weekend,will_fail_24h,memory_usage_pct_missing,disk_io_mbps_missing,network_latency_ms_missing,error_count_missing,crash_count_missing,hour,day_of_week,mem_avg_3,disk_avg_3,latency_avg_3,error_sum_3,crash_sum_3,mem_diff,disk_diff,latency_diff
2026-06-21 05:25:50.205339,CL10_DC001_SRV0013,10,1,54.15,79.48,35.04,2.0,0.0,29,0,1,0,1,1,1,1,1,5,6,53.166666666666664,79.48,35.04,5.0,0.0,0.0,0.0,0.0
2026-06-08 23:10:50.205339,CL10_DC018_SRV0005,10,18,65.85,125.59,36.89,2.0,0.0,6,0,0,0,0,0,0,0,0,23,0,65.00333333333333,128.5633333333333,35.74333333333334,8.0,0.0,1.269999999999996,1.25,5.650000000000002
2026-06-11 00:40:50.205339,CL06_DC004_SRV0004,6,4,66.64,71.57,28.66,2.0,0.0,14,0,0,0,0,1,0,0,0,0,3,67.17666666666666,70.82000000000001,29.063333333333343,8.0,1.0,-1.3499999999999943,0.0,-3.610000000000003
2026-06-16 02:55:50.205339,CL10_DC011_SRV0003,10,11,37.22,150.54,35.59,2.0,1.0,26,0,0,0,0,0,0,1,0,2,1,35.603333333333325,134.24999999999986,31.736666666666697,7.0,1.0,2.289999999999999,17.340000000000003,4.890000000000004
2026-06-21 12:15:50.205339,CL09_DC003_SRV0003,9,3,57.48,85.68,15.94,2.0,0.0,27,1,1,0,1,1,0,0,0,12,6,57.48,101.63333333333328,11.000000000000005,7.0,0.0,0.0,0.0,7.41
2026-06-30 20:30:50.205339,CL07_DC005_SRV0004,7,5,67.35,74.34,36.14,2.0,1.0,52,0,0,0,0,0,0,1,0,20,1,66.56999999999998,79.64333333333337,34.93999999999999,6.0,1.0,1.1199999999999903,10.120000000000005,1.6899999999999977
2026-07-04 22:50:50.205339,CL09_DC002_SRV0008,9,2,53.8,171.99,30.41,2.0,0.0,54,0,1,0,1,0,1,0,0,22,5,52.88666666666668,161.49000000000004,30.303333333333438,9.0,2.0,0.0,10.140000000000015,0.0
2026-06-30 09:45:50.205339,CL08_DC008_SRV0016,8,8,67.01,77.33,8.72,9.0,3.0,50,1,0,0,0,0,1,0,0,9,1,65.8233333333333,90.28666666666665,9.516666666666667,15.0,4.0,-0.6700000000000017,-14.86,0.0
2026-06-08 04:50:50.205339,CL10_DC006_SRV0006,10,6,63.46,80.03,98.8,2.0,0.0,11,0,0,0,0,0,0,0,0,4,0,62.49666666666665,80.83666666666666,47.066666666666684,5.0,0.0,0.7199999999999989,-1.2099999999999937,77.5
2026-06-28 05:25:50.205339,CL04_DC010_SRV0002,4,10,23.71,108.93,23.07,2.0,0.0,34,0,1,0,0,0,0,0,0,5,6,23.68999999999996,102.53333333333332,25.3266666666666,6.0,0.0,2.5199999999999996,2.0,0.0
2026-07-03 03:30:50.205339,CL07_DC007_SRV0003,7,7,69.88,146.17,29.86,5.0,1.0,57,0,0,0,0,0,0,0,0,3,4,68.5166666666667,156.55666666666664,25.973333333333315,13.0,3.0,1.519999999999996,-25.930000000000007,6.82
2026-06-12 16:40:50.205339,CL03_DC004_SRV0004,3,4,53.26,233.08,32.66,3.0,1.0,34,1,0,0,0,0,0,1,1,16,4,51.07333333333333,227.45000000000005,34.74666666666662,9.0,3.0,3.280000000000001,30.870000000000005,-1.1500000000000057
2026-07-02 22:15:50.205339,CL10_DC018_SRV0016,10,18,45.47,50.14,29.21,2.0,0.0,29,0,0,0,1,0,1,0,0,22,3,46.54333333333333,55.71000000000004,29.21,6.0,0.0,0.0,-5.149999999999999,0.0
2026-06-07 02:20:50.205339,CL03_DC004_SRV0003,3,4,33.07,152.59,27.54,5.0,1.0,1,0,1,0,1,0,0,0,0,2,6,33.833333333333336,149.09666666666666,27.636666666666667,14.0,3.0,0.0,8.420000000000016,-1.0300000000000011
2026-06-11 05:40:50.205339,CL04_DC005_SRV0005,4,5,53.68,121.35,31.33,4.0,1.0,34,0,0,0,0,0,0,0,0,5,3,56.339999999999996,113.96333333333335,33.38666666666666,13.0,3.0,-4.729999999999997,11.079999999999998,-3.510000000000005
2026-07-03 01:25:50.205339,CL04_DC004_SRV0012,4,4,58.51,64.99,39.02,3.0,0.0,27,0,0,0,0,1,0,0,1,1,4,61.6366666666666,60.34333333333333,37.32333333333333,8.0,0.0,-5.050000000000004,0.0,2.6100000000000065
2026-06-16 20:20:50.205339,CL09_DC007_SRV0014,9,7,43.47,198.86,28.04,2.0,0.0,38,0,0,0,0,0,0,1,0,20,1,47.90333333333334,204.18666666666664,29.809999999999985,6.0,0.0,-6.649999999999999,-9.049999999999983,-6.149999999999999
2026-06-17 04:30:50.205339,CL07_DC014_SRV0001,7,14,63.23,96.72,21.12,3.0,1.0,24,0,0,0,0,0,0,1,0,4,2,63.690000000000026,91.44666666666667,21.03999999999998,8.0,1.0,-0.6900000000000048,15.289999999999992,-0.509999999999998
2026-06-13 02:25:50.205339,CL02_DC003_SRV0003,2,3,55.8,137.49,28.88,3.0,1.0,33,0,1,0,0,0,1,0,0,2,5,58.143333333333295,147.13000000000002,28.88,9.0,1.0,-5.390000000000001,-14.45999999999998,0.0
2026-06-14 08:40:50.205339,CL04_DC005_SRV0009,4,5,48.7,89.9,26.95,2.0,0.0,16,0,1,0,0,0,1,0,1,8,6,61.66333333333333,96.35333333333325,28.119999999999962,8.0,0.0,1.9100000000000037,-6.939999999999998,0.0
2026-06-29 00:05:50.205339,CL05_DC005_SRV0013,5,5,62.36,138.28,27.59,1.0,0.0,51,0,0,0,0,0,0,0,0,0,0,57.58000000000006,142.31333333333333,50.45666666666671,5.0,0.0,7.170000000000002,-1.1599999999999966,0.6900000000000013
2026-07-04 03:20:50.205339,CL08_DC004_SRV0006,8,4,57.31,129.21,15.99,3.0,1.0,48,0,1,0,1,1,0,0,0,3,5,56.99000000000003,127.64333333333343,15.303333333333262,9.0,3.0,0.0,0.0,-0.6100000000000012
2026-06-20 03:45:50.205339,CL05_DC006_SRV0009,5,6,36.2,202.66,7.09,3.0,1.0,14,0,1,0,0,0,0,0,0,3,5,34.579999999999984,200.38333333333344,10.27000000000002,9.0,1.0,-1.0799999999999983,0.06999999999999318,-5.48
2026-06-30 04:10:50.205339,CL03_DC011_SRV0009,3,11,55.91,184.76,17.71,2.0,0.0,25,0,0,0,1,0,0,0,0,4,1,56.09333333333336,177.5099999999999,15.930000000000012,4.0,0.0,0.0,10.929999999999978,-1.1999999999999993
2026-06-08 11:35:50.205339,CL10_DC011_SRV0004,10,11,77.89,70.97,34.4,4.0,1.0,7,1,0,0,0,0,0,0,1,11,0,74.09666666666668,64.51333333333336,34.43333333333334,8.0,2.0,5.689999999999998,17.560000000000002,-1.3500000000000014
2026-06-14 00:05:50.205339,CL09_DC012_SRV0006,9,12,25.87,167.59,24.79,1.0,0.0,36,0,1,0,0,0,0,1,0,0,6,30.193333333333346,160.81000000000003,24.52333333333333,3.0,0.0,-7.109999999999996,1.450000000000017,2.9399999999999977
2026-06-05 18:30:50.205339,CL07_DC002_SRV0001,7,2,59.06,294.04,29.97,4.0,1.0,17,1,0,0,1,0,1,0,0,18,4,59.06,268.58666666666676,28.726666666666663,12.0,4.0,0.0,47.02000000000001,0.0
2026-06-08 23:30:50.205339,CL07_DC016_SRV0013,7,16,66.95,70.47,31.13,4.0,1.0,7,0,0,0,0,0,0,0,0,23,0,69.25666666666667,66.02333333333334,29.403333333333354,10.0,3.0,-0.1700000000000017,6.670000000000002,4.309999999999999
2026-06-22 19:25:50.205339,CL07_DC007_SRV0010,7,7,34.14,120.08,27.75,2.0,0.0,26,0,0,0,0,1,1,0,0,19,0,34.38666666666668,117.79666666666661,27.75,5.0,0.0,-0.36999999999999744,0.0,0.0
2026-06-17 09:15:50.205339,CL03_DC010_SRV0001,3,10,74.96,89.23,24.7,3.0,1.0,32,1,0,0,0,0,0,0,0,9,2,71.34666666666669,87.2733333333333,24.570000000000007,9.0,3.0,5.4199999999999875,6.530000000000001,-2.0700000000000003
2026-06-22 13:35:50.205339,CL03_DC012_SRV0005,3,12,99.0,207.62,15.95,4.0,1.0,27,1,0,1,1,0,0,0,0,13,0,99.0,207.63666666666666,18.65999999999994,8.0,3.0,0.0,-14.049999999999983,-2.330000000000002
2026-06-24 12:55:50.205339,CL09_DC003_SRV0009,9,3,86.04,244.84,39.19,3.0,3.0,40,1,0,0,1,0,0,0,1,12,2,86.52999999999997,231.30666666666696,37.443333333333364,15.0,7.0,0.0,20.30000000000001,2.719999999999999
2026-06-27 10:25:50.205339,CL04_DC005_SRV0009,4,5,57.56,113.02,31.17,2.0,1.0,29,1,1,0,0,0,0,1,0,10,5,59.34000000000005,122.71666666666653,33.676666666666655,7.0,2.0,-2.6699999999999946,-17.239999999999995,-3.0700000000000003
2026-06-22 06:25:50.205339,CL07_DC002_SRV0010,7,2,36.76,83.25,19.25,3.0,1.0,43,0,0,0,0,0,0,0,1,6,0,36.566666666666684,87.91333333333337,22.156666666666684,10.0,3.0,0.28999999999999915,14.450000000000003,-4.359999999999999
2026-07-02 22:00:50.205339,CL07_DC016_SRV0019,7,16,40.13,133.9,31.94,3.0,1.0,29,0,0,0,0,0,0,1,1,22,3,36.38999999999999,123.86999999999982,32.85999999999997,9.0,3.0,5.609999999999999,19.930000000000007,-1.379999999999999
2026-06-17 19:30:50.205339,CL08_DC006_SRV0015,8,6,53.67,101.12,23.55,4.0,1.0,29,0,0,0,0,1,0,0,0,19,2,55.70999999999996,87.29333333333335,26.506666666666675,12.0,3.0,-2.1400000000000006,0.0,-8.120000000000001
2026-06-27 07:50:50.205339,CL07_DC016_SRV0001,7,16,49.7,126.96,14.89,3.0,1.0,21,0,1,0,1,0,0,1,0,7,5,49.7,128.88666666666663,12.863333333333296,10.0,2.0,0.0,0.7999999999999972,2.120000000000001
2026-06-23 22:20:50.205339,CL10_DC014_SRV0018,10,14,35.0,101.98,14.69,3.0,0.0,34,0,0,0,1,1,0,0,1,22,1,34.78333333333334,93.4966666666666,16.556666666666718,6.0,0.0,0.0,0.0,-6.35
2026-06-29 18:00:50.205339,CL03_DC007_SRV0013,3,7,75.47,68.65,31.48,2.0,0.0,28,1,0,0,0,0,0,0,1,18,0,74.42666666666662,79.8566666666667,27.980000000000008,5.0,0.0,-1.519999999999996,-16.809999999999988,6.289999999999999
2026-06-08 01:20:50.205339,CL10_DC012_SRV0012,10,12,66.51,116.41,23.25,4.0,1.0,3,0,0,0,1,1,0,0,0,1,0,65.15999999999998,126.82666666666664,23.136666666666667,10.0,2.0,0.0,0.0,-3.0100000000000016
2026-06-29 01:35:50.205339,CL02_DC003_SRV0012,2,3,51.94,111.0,34.05,2.0,1.0,50,0,0,0,0,0,0,0,1,1,0,49.67000000000001,114.8166666666666,31.48333333333328,8.0,2.0,3.0899999999999963,-4.159999999999997,3.849999999999998
2026-06-28 00:10:50.205339,CL09_DC005_SRV0009,9,5,51.71,186.9,21.99,5.0,1.0,46,0,1,0,0,0,0,1,0,0,6,49.989999999999974,182.49,27.136666666666653,14.0,3.0,3.219999999999999,17.430000000000007,-9.280000000000001
2026-06-17 03:35:50.205339,CL07_DC005_SRV0003,7,5,66.06,63.81,20.85,1.0,0.0,15,0,0,0,1,0,0,0,0,3,2,65.6066666666667,78.17666666666666,19.18000000000001,3.0,0.0,0.0,-21.549999999999997,2.2900000000000027
2026-06-11 02:40:50.205339,CL09_DC009_SRV0015,9,9,63.3,107.11,22.28,3.0,1.0,23,0,0,0,0,0,1,1,1,2,3,60.92333333333331,116.27,22.28,9.0,3.0,2.6099999999999994,-8.230000000000004,0.0
2026-06-06 20:45:50.205339,CL03_DC013_SRV0017,3,13,27.81,104.24,17.66,3.0,1.0,10,0,1,0,0,1,1,0,0,20,5,24.803333333333327,101.56666666666666,17.176666666666687,9.0,2.0,4.509999999999998,0.0,0.0
2026-06-23 19:55:50.205339,CL07_DC015_SRV0004,7,15,50.57,188.67,23.45,5.0,1.0,24,0,0,0,1,0,1,0,0,19,1,50.116666666666674,180.80666666666684,23.45,10.0,1.0,0.0,2.8799999999999955,0.0
2026-06-06 21:00:50.205339,CL10_DC013_SRV0002,10,13,46.35,83.47,17.31,3.0,1.0,22,0,1,0,0,1,1,0,0,21,5,47.43333333333334,78.58333333333336,17.31,7.0,1.0,-0.5399999999999991,0.0,0.0
2026-06-27 07:00:50.205339,CL02_DC007_SRV0003,2,7,54.01,118.23,25.11,3.0,1.0,22,0,1,0,1,0,0,0,0,7,5,55.589999999999975,125.16666666666669,26.393333333333356,9.0,3.0,0.0,0.27000000000001023,-4.100000000000001
2026-06-10 19:40:50.205339,CL09_DC008_SRV0004,9,8,53.76,97.87,39.78,5.0,1.0,14,0,0,0,0,0,1,0,1,19,2,55.17333333333335,98.21,39.78,14.0,3.0,-0.8800000000000026,6.38000000000001,0.0
2026-06-24 02:40:50.205339,CL08_DC003_SRV0001,8,3,93.83,185.69,40.19,6.0,2.0,41,0,0,1,0,0,0,0,0,2,2,97.2766666666667,185.67666666666676,37.363333333333316,18.0,5.0,-5.170000000000002,0.020000000000010232,4.6299999999999955
2026-07-02 18:10:50.205339,CL08_DC002_SRV0004,8,2,46.29,86.33,23.75,2.0,0.0,50,1,0,0,0,0,0,1,0,18,3,47.11333333333331,75.98666666666674,23.576666666666668,7.0,0.0,0.46999999999999886,7.510000000000005,0.26000000000000156
2026-06-11 22:35:50.205339,CL04_DC003_SRV0005,4,3,38.8,179.73,26.33,2.0,0.0,11,0,0,0,0,0,0,0,0,22,3,38.02333333333333,183.55666666666653,23.68333333333334,6.0,0.0,2.3299999999999983,0.8599999999999852,3.4899999999999984
2026-06-23 01:45:50.205339,CL09_DC009_SRV0013,9,9,99.0,194.68,17.59,5.0,1.0,18,0,0,1,1,1,0,0,0,1,1,99.0,191.24333333333314,18.763333333333332,20.0,4.0,0.0,0.0,-1.7600000000000016
2026-06-18 09:35:50.205339,CL09_DC009_SRV0011,9,9,57.44,208.91,33.05,1.0,0.0,29,1,0,0,0,0,1,0,1,9,3,59.613333333333344,198.89666666666665,33.05,3.0,0.0,-1.2100000000000009,15.02000000000001,0.0
2026-07-01 19:30:50.205339,CL10_DC006_SRV0007,10,6,48.51,174.73,32.01,1.0,0.0,52,0,0,0,0,0,0,1,0,19,2,50.039999999999985,184.28999999999985,31.090000000000057,3.0,0.0,-2.230000000000004,-23.03,-1.3999999999999986
2026-06-08 05:45:50.205339,CL07_DC008_SRV0003,7,8,50.95,68.9,29.22,2.0,0.0,29,0,0,0,0,0,0,0,1,5,0,51.879999999999995,90.07333333333334,29.023333333333323,6.0,0.0,1.6500000000000057,-31.75999999999999,-3.1499999999999986
2026-06-18 20:35:50.205339,CL08_DC006_SRV0008,8,6,86.48,155.99,33.46,3.0,1.0,23,0,0,0,0,0,0,1,1,20,3,85.38999999999999,146.6833333333333,33.13666666666672,9.0,3.0,1.7600000000000051,13.960000000000008,-0.8100000000000023
2026-07-05 00:45:50.205339,CL10_DC018_SRV0018,10,18,26.29,70.14,27.25,2.0,0.0,43,0,1,0,1,1,0,0,0,0,6,26.29,69.01,30.773333333333284,8.0,2.0,0.0,0.0,-5.310000000000002
2026-06-17 07:25:50.205339,CL03_DC002_SRV0005,3,2,59.79,112.84,34.79,1.0,0.0,20,0,0,0,0,0,0,0,0,7,2,64.22333333333334,107.4466666666667,33.48666666666666,4.0,0.0,-6.649999999999999,6.659999999999997,3.0199999999999996
2026-06-07 17:15:50.205339,CL10_DC018_SRV0001,10,18,68.73,106.76,6.81,4.0,1.0,15,1,1,0,0,0,0,1,0,17,6,60.83333333333335,107.82000000000001,10.339999999999991,12.0,3.0,16.050000000000004,-13.569999999999993,-5.250000000000001
2026-06-20 12:10:50.205339,CL05_DC008_SRV0008,5,8,40.53,238.47,21.06,3.0,0.0,30,1,1,0,0,0,0,1,0,12,5,39.846666666666664,245.9800000000001,17.453333333333333,9.0,1.0,0.5300000000000011,-25.440000000000026,8.559999999999999
2026-06-05 17:45:50.205339,CL10_DC013_SRV0006,10,13,61.63,89.73,34.65,4.0,1.0,26,1,0,0,0,1,0,0,1,17,4,58.23666666666666,86.63000000000001,30.376666666666676,14.0,3.0,6.330000000000005,0.0,6.41
2026-06-11 02:10:50.205339,CL06_DC006_SRV0002,6,6,35.43,151.77,28.75,4.0,1.0,31,0,0,0,0,0,1,0,0,2,3,35.93666666666666,140.10333333333335,29.936666666666678,10.0,3.0,-2.969999999999999,17.5,0.0
2026-06-05 23:35:50.205339,CL07_DC016_SRV0017,7,16,65.71,180.0,16.59,8.0,2.0,1,0,0,0,1,1,0,0,0,23,4,65.71,174.85333333333327,13.930000000000005,16.0,5.0,0.0,0.0,3.99
2026-06-26 22:05:50.205339,CL02_DC006_SRV0007,2,6,99.0,133.13,17.07,4.0,1.0,43,0,0,1,0,0,0,0,0,22,4,99.0,130.07999999999979,16.603333333333353,13.0,4.0,0.0,15.009999999999991,0.6999999999999993
2026-06-11 22:50:50.205339,CL01_DC004_SRV0005,1,4,67.44,127.18,29.14,4.0,1.0,33,0,0,0,0,1,0,0,0,22,3,67.92333333333333,129.40000000000006,23.76,10.0,3.0,-1.8299999999999983,0.0,8.07
2026-06-08 14:15:50.205339,CL06_DC004_SRV0017,6,4,74.33,279.17,18.3,4.0,1.0,4,1,0,0,1,1,0,1,0,14,0,74.80666666666667,279.73,16.76,12.0,3.0,0.0,0.0,1.379999999999999
2026-06-29 03:50:50.205339,CL10_DC010_SRV0016,10,10,44.11,153.76,33.53,3.0,1.0,30,0,0,0,0,0,1,0,0,3,0,40.696666666666665,168.68333333333337,33.43,9.0,2.0,5.75,-25.360000000000014,0.0
2026-06-07 20:15:50.205339,CL10_DC016_SRV0002,10,16,60.06,114.47,21.12,3.0,0.0,4,0,1,0,0,0,0,0,0,20,6,62.18333333333334,115.63666666666666,16.54,7.0,0.0,-4.519999999999996,5.539999999999992,6.870000000000001
2026-06-12 10:50:50.205339,CL01_DC005_SRV0005,1,5,80.92,216.11,22.45,3.0,0.0,9,1,0,0,0,0,0,0,0,10,4,77.22,222.69000000000003,25.21666666666668,11.0,1.0,2.8500000000000085,-9.869999999999976,-2.370000000000001
2026-06-11 11:40:50.205339,CL10_DC001_SRV0004,10,1,72.08,245.55,13.28,3.0,1.0,8,1,0,0,1,1,0,0,0,11,3,72.08,238.8266666666667,14.533333333333344,9.0,1.0,0.0,0.0,-3.959999999999999
2026-06-27 18:40:50.205339,CL05_DC005_SRV0012,5,5,64.17,229.02,31.97,1.0,0.0,27,1,1,0,0,0,0,0,0,18,5,66.44666666666672,240.7466666666667,33.503333333333295,4.0,0.0,-3.069999999999993,-17.590000000000003,-3.960000000000001
2026-06-22 02:35:50.205339,CL07_DC006_SRV0010,7,6,57.75,133.65,16.89,5.0,1.0,41,0,0,0,0,0,0,0,0,2,0,57.01333333333336,133.16999999999985,15.629999999999944,17.0,5.0,-1.4200000000000017,0.7199999999999989,-0.14999999999999858
2026-06-28 10:55:50.205339,CL06_DC001_SRV0010,6,1,39.91,124.79,8.92,2.0,0.0,25,1,1,0,0,0,0,0,0,10,6,39.09666666666666,124.02999999999997,9.066666666666666,6.0,0.0,1.2199999999999989,3.5200000000000102,-0.22000000000000064
2026-07-01 08:30:50.205339,CL06_DC003_SRV0015,6,3,51.45,137.7,6.2,3.0,1.0,30,0,0,0,0,0,0,0,0,8,2,50.04666666666674,142.98666666666657,8.309999999999986,7.0,2.0,0.990000000000002,-13.570000000000022,-3.7600000000000007
2026-06-23 01:40:50.205339,CL03_DC011_SRV0019,3,11,63.85,56.6,35.7,4.0,1.0,31,0,0,0,0,0,0,0,1,1,1,64.81000000000002,51.97666666666672,33.86000000000003,10.0,3.0,-1.4400000000000048,14.380000000000003,2.760000000000005
2026-06-27 08:35:50.205339,CL07_DC012_SRV0014,7,12,32.8,94.15,13.84,2.0,0.0,39,0,1,0,1,0,0,0,0,8,5,33.2133333333333,90.31,14.71000000000006,6.0,0.0,0.0,5.760000000000005,2.7699999999999996
2026-06-05 23:10:50.205339,CL07_DC016_SRV0018,7,16,38.2,74.0,25.28,3.0,1.0,3,0,0,0,1,0,0,0,0,23,4,38.92333333333334,70.26666666666668,24.61,9.0,2.0,0.0,17.130000000000003,2.6300000000000026
2026-06-23 16:10:50.205339,CL08_DC010_SRV0011,8,10,44.77,214.43,29.48,5.0,1.0,30,1,0,0,1,0,0,0,1,16,1,45.093333333333334,207.0566666666667,25.656666666666677,13.0,3.0,0.0,17.060000000000002,2.9299999999999997
2026-06-29 17:35:50.205339,CL10_DC001_SRV0001,10,1,99.0,292.74,33.6,4.0,2.0,48,1,0,1,1,0,0,0,1,17,0,99.0,279.3400000000001,34.48666666666667,16.0,5.0,0.0,31.29000000000002,-1.3299999999999983
2026-07-05 05:25:50.205339,CL08_DC002_SRV0001,8,2,26.08,190.13,37.1,3.0,1.0,57,0,1,0,0,0,1,0,0,5,6,27.173333333333307,176.3366666666666,37.35000000000005,11.0,3.0,-1.6400000000000006,20.689999999999998,0.0
2026-07-05 12:35:50.205339,CL02_DC002_SRV0005,2,2,38.08,247.83,37.68,3.0,1.0,58,1,1,0,0,0,1,1,0,12,6,40.86666666666668,231.06666666666663,37.68,10.0,3.0,-8.18,45.170000000000016,0.0
2026-06-08 16:30:50.205339,CL03_DC011_SRV0005,3,11,57.18,221.08,19.72,3.0,0.0,18,1,0,0,0,0,1,0,0,16,0,57.083333333333336,187.39000000000001,18.346666666666646,10.0,2.0,-0.07000000000000028,50.73000000000002,0.0
2026-06-05 19:35:50.205339,CL10_DC014_SRV0011,10,14,48.67,127.76,11.43,3.0,0.0,16,0,0,0,0,0,0,0,1,19,4,49.39333333333334,134.85,15.126666666666667,8.0,0.0,-1.5700000000000003,-20.540000000000006,-6.080000000000002
2026-06-13 13:35:50.205339,CL03_DC004_SRV0006,3,4,63.86,216.51,20.35,1.0,0.0,25,1,1,0,0,1,1,1,1,13,5,67.76000000000002,223.94000000000005,17.65333333333337,3.0,0.0,-6.439999999999998,0.0,0.0
2026-06-15 06:50:50.205339,CL10_DC010_SRV0004,10,10,35.17,107.8,10.01,1.0,0.0,22,0,0,0,0,0,0,0,1,6,0,33.720000000000006,113.06999999999998,10.489999999999972,3.0,0.0,2.260000000000005,-3.4399999999999977,-1.2699999999999996
2026-06-26 09:40:50.205339,CL08_DC007_SRV0010,8,7,69.97,112.14,24.77,1.0,0.0,39,1,0,0,0,1,0,0,0,9,4,71.26999999999997,114.6299999999999,26.196666666666676,3.0,0.0,-1.769999999999996,0.0,-6.059999999999999
2026-06-19 10:35:50.205339,CL02_DC003_SRV0001,2,3,74.31,227.8,7.36,4.0,1.0,32,1,0,0,1,0,1,0,0,10,4,74.31,199.47333333333336,8.056666666666715,12.0,3.0,0.0,44.80000000000001,0.0
